Age,Family size,latitude,Pin code,Gender_Male,Marital Status_Prefer not to say,Marital Status_Single,Occupation_House wife,Occupation_Self Employeed,Occupation_Student,Monthly Income_25001 to 50000,Monthly Income_Below Rs.10000,Monthly Income_More than 50000,Monthly Income_No Income,Educational Qualifications_Ph.D,Educational Qualifications_Post Graduate,Educational Qualifications_School,Educational Qualifications_Uneducated,Output_Yes,Feedback_Negative
0.1333333333333333,0.6000000000000001,0.0,0.0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
0.40000000000000013,0.4000000000000001,0.0,0.07407407407390565,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
0.2666666666666666,0.4000000000000001,0.0,0.1481481481478113,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1
0.2666666666666666,1.0000000000000002,0.0,0.16666666666606034,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
0.2666666666666666,0.6000000000000001,0.0,0.08333333333303017,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
0.6000000000000001,0.2,0.0,0.9444444444443434,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
0.2666666666666666,0.4000000000000001,0.0,0.07407407407390565,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
0.40000000000000013,0.4000000000000001,0.0,0.37962962962956226,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
0.33333333333333326,0.2,0.0,0.0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
0.33333333333333326,0.6000000000000001,0.0,0.43518518518521887,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
0.2666666666666666,0.8,0.0,0.08333333333303017,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
0.33333333333333326,0.2,0.0,0.07407407407390565,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1
0.33333333333333326,0.8,0.0,0.7129629629625924,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
0.19999999999999996,0.6000000000000001,0.0,0.07407407407390565,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
0.33333333333333326,0.8,0.0,0.027777777777373558,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
0.40000000000000013,1.0000000000000002,0.0,0.6203703703704377,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
0.6666666666666667,0.2,0.0,0.3425925925921547,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
0.33333333333333326,0.4000000000000001,0.0,0.06481481481478113,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1
0.4666666666666668,0.6000000000000001,0.0,0.7129629629625924,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1
0.19999999999999996,0.0,0.0,0.3425925925921547,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
0.40000000000000013,0.4000000000000001,0.0,0.07407407407390565,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
0.2666666666666666,0.6000000000000001,1.0,0.2870370370364981,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
0.2666666666666666,0.6000000000000001,0.0,0.2962962962965321,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
0.33333333333333326,0.6000000000000001,0.0,0.18518518518521887,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
0.19999999999999996,0.4000000000000001,0.0,0.7777777777773736,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
0.4666666666666668,0.4000000000000001,0.0,0.06481481481478113,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
0.2666666666666666,0.8,0.0,0.4537037037034679,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
0.2666666666666666,0.4000000000000001,0.0,0.8981481481478113,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
0.33333333333333326,0.4000000000000001,0.0,0.43518518518521887,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.2666666666666666,0.6000000000000001,1.0,0.01851851851824904,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
0.2666666666666666,0.8,0.0,0.6018518518512792,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.2666666666666666,0.6000000000000001,0.0,0.3425925925921547,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
0.4666666666666668,0.6000000000000001,0.0,0.3055555555556566,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
0.2666666666666666,0.8,0.0,0.08333333333303017,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
0.2666666666666666,0.2,0.0,0.9351851851852189,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
0.4666666666666668,0.4000000000000001,0.0,0.7777777777773736,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
0.4666666666666668,0.8,0.0,0.07407407407390565,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
0.9333333333333333,0.8,0.0,0.06481481481478113,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1
0.33333333333333326,0.4000000000000001,0.0,0.027777777777373558,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
0.33333333333333326,0.6000000000000001,0.0,0.7129629629625924,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
0.8,0.6000000000000001,0.0,0.22222222222171695,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1
0.33333333333333326,0.4000000000000001,0.0,0.23148148148084147,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
0.33333333333333326,0.6000000000000001,0.0,0.18518518518521887,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
0.2666666666666666,0.8,0.0,0.08333333333303017,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
0.2666666666666666,0.8,0.0,0.08333333333303017,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
0.6000000000000001,0.2,0.0,0.3055555555556566,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
0.40000000000000013,0.4000000000000001,0.0,0.07407407407390565,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
0.33333333333333326,0.2,0.0,0.07407407407390565,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
0.33333333333333326,0.4000000000000001,0.0,0.06481481481478113,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1
0.2666666666666666,0.8,0.0,0.08333333333303017,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
0.33333333333333326,0.8,1.0,0.3888888888886868,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
0.33333333333333326,0.2,0.0,0.07407407407390565,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
0.40000000000000013,0.4000000000000001,0.0,0.07407407407390565,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
0.4666666666666668,0.2,0.0,0.00925925925912452,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
0.2666666666666666,0.4000000000000001,0.0,0.7777777777773736,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
0.6666666666666667,0.2,1.0,0.7870370370364981,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
0.2666666666666666,0.0,0.0,0.6944444444443434,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
0.40000000000000013,0.4000000000000001,0.0,0.07407407407390565,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
0.8666666666666665,0.8,0.0,0.9351851851852189,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
0.4666666666666668,0.6000000000000001,1.0,0.7870370370364981,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
0.33333333333333326,0.8,0.0,0.7129629629625924,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
